from;to;migration
Russia;Latvia;21539
Russia;Estonia;20538
Russia;Romania;15991
Russia;Israel;14746
Russia;Poland;13889
Russia;Italy;13112
Russia;Lithuania;11966
Russia;Spain;11354
Russia;Canada;10350
Russia;Bulgaria;8916
Russia;France;8653
Russia;Czech Republic;8156
Russia;Greece;8093
Russia;China;5589
Russia;United Kingdom;5421
Russia;Turkey;5152
Russia;Austria;4551
Russia;Australia;3349
Russia;Switzerland;3055
Russia;Hungary;2975
Russia;Mongolia;2749
Russia;Sweden;2699
Russia;Finland;2499
Russia;Norway;2302
Russia;Cyprus;1697
Russia;South Korea;1443
Russia;Vietnam;1399
Russia;Portugal;1347
Russia;Belgium;1175
Russia;Ireland;1159
Russia;North Korea;1089
Russia;Netherlands;1057
Russia;Luxembourg;1027
Russia;Japan;1026
Russia;Denmark;909
Russia;Egypt;906
Russia;Libya;852
Russia;New Zealand;825
Russia;Slovenia;794
Russia;Slovakia;748
Russia;India;654
Russia;South Africa;590
Russia;Afghanistan;465
Russia;Malta;453
Russia;Serbia;379
Russia;Congo;324
Russia;Iran;291
Russia;Argentina;275
Russia;Cuba;262
Russia;Brazil;259
Russia;Mexico;216
Russia;Syria;216
Russia;Croatia;196
Russia;Peru;194
Russia;Ecuador;188
Russia;Algeria;169
Russia;Jordan;162
Russia;Malaysia;145
Russia;Iraq;144
Russia;Montenegro;130
Russia;Panama;125
Russia;Venezuela;122
Russia;Lebanon;120
Russia;Morocco;108
Russia;Colombia;98
Russia;Pakistan;86
Russia;Cape Verde;85
Russia;Iceland;82
Russia;Mali;81
Russia;Nigeria;81
Russia;Costa Rica;75
Russia;Sri Lanka;63
Russia;Namibia;60
Russia;Myanmar;58
Russia;Yemen;58
Russia;Bosnia & Herzegovina;57
Russia;Angola;56
Russia;Dominican Republic;55
Russia;Bolivia;49
Russia;Macedonia;49
Russia;Equatorial Guinea;48
Russia;Kenya;48
Russia;Saudi Arabia;45
Russia;Bangladesh;41
Russia;Zambia;41
Russia;Burkina Faso;40
Russia;Ghana;40
Russia;Tunisia;36
Russia;Uganda;36
Russia;Palestine;35
Russia;Cameroon;33
Russia;United Arab Emirates;31
Russia;Ethiopia;30
Russia;Nicaragua;26
Russia;Philippines;26
Russia;Thailand;26
Russia;Guinea;25
Russia;Hong Kong;24
Russia;Central African Republic;22
Russia;Sudan;21
Russia;Tanzania;20
Russia;Albania;19
Russia;Maldives;18
Russia;Nepal;17
Russia;Indonesia;16
Russia;Cambodia;14
Russia;Guinea-Bissau;14
Russia;Ivory Coast;14
Russia;Burundi;13
Russia;Chad;13
Russia;Chile;13
Russia;Singapore;13
Russia;Mauritius;11
Russia;Mozambique;11
Russia;Uruguay;11
Russia;Kuwait;10
Russia;Laos;10
Russia;Benin;9
Russia;Madagascar;9
Russia;Comoros;8
Russia;Senegal;8
Russia;Bahamas;7
Russia;Mauritania;7
Russia;Sierra Leone;7
Russia;Oman;6
Russia;Zimbabwe;6
Russia;Rwanda;5
Russia;Somalia;5
Russia;Paraguay;4
Russia;Qatar;4
Russia;Botswana;3
Russia;Honduras;3
Russia;Malawi;3
Russia;Niger;3
Russia;Western Sahara;3
Russia;El Salvador;2
Russia;Papua New Guinea;2
Russia;Bahrain;1
Russia;DR Congo;1
Russia;Gabon;1
Russia;Macao;1
Russia;Mayotte;1
Russia;Puerto Rico;1
Russia;Aruba;0
Russia;Barbados;0
Russia;Belize;0
Russia;Bhutan;0
Russia;Brunei;0
Russia;Channel Islands;0
Russia;Djibouti;0
Russia;Eritrea;0
Russia;Fiji;0
Russia;French Guiana;0
Russia;French Polynesia;0
Russia;Gambia;0
Russia;Grenada;0
Russia;Guadeloupe;0
Russia;Guam;0
Russia;Guatemala;0
Russia;Guyana;0
Russia;Haiti;0
Russia;Jamaica;0
Russia;Lesotho;0
Russia;Liberia;0
Russia;Martinique;0
Russia;Micronesia;0
Russia;New Caledonia;0
Russia;Reunion;0
Russia;Russia;0
Russia;Saint Lucia;0
Russia;Saint Vincent & Grenadines;0
Russia;Samoa;0
Russia;Sao Tome & Principe;0
Russia;Solomon Islands;0
Russia;South Sudan;0
Russia;Suriname;0
Russia;Swaziland;0
Russia;Timor-Leste;0
Russia;Togo;0
Russia;Tonga;0
Russia;Trinidad & Tobago;0
Russia;Vanuatu;0
Russia;Virgin Islands;0
Rwanda;DR Congo;79090
Rwanda;Burundi;40545
Rwanda;Uganda;26622
Rwanda;Tanzania;4933
Rwanda;Congo;3760
Rwanda;Belgium;3270
Rwanda;Kenya;2507
Rwanda;Zambia;2375
Rwanda;South Africa;2347
Rwanda;Angola;1636
Rwanda;Canada;1612
Rwanda;France;1574
Rwanda;Malawi;1429
Rwanda;United Kingdom;1296
Rwanda;South Sudan;1104
Rwanda;United States;896
Rwanda;Germany;497
Rwanda;Sweden;356
Rwanda;Italy;350
Rwanda;Switzerland;313
Rwanda;Greece;305
Rwanda;Australia;294
Rwanda;Luxembourg;214
Rwanda;Finland;211
Rwanda;Norway;187
Rwanda;Brazil;149
Rwanda;Netherlands;147
Rwanda;Mozambique;141
Rwanda;Spain;138
Rwanda;Togo;124
Rwanda;Denmark;115
Rwanda;Ghana;111
Rwanda;Austria;96
Rwanda;Gabon;92
Rwanda;Mali;83
Rwanda;Eritrea;52
Rwanda;Senegal;50
Rwanda;Namibia;45
Rwanda;Swaziland;41
Rwanda;Ethiopia;28
Rwanda;Ireland;22
Rwanda;Romania;20
Rwanda;Russia;20
Rwanda;Egypt;16
Rwanda;Czech Republic;15
Rwanda;India;13
Rwanda;Portugal;13
Rwanda;Hungary;12
Rwanda;Cameroon;7
Rwanda;Central African Republic;7
Rwanda;Guinea;6
Rwanda;Estonia;4
Rwanda;Sudan;4
Rwanda;Cyprus;2
Rwanda;Botswana;1
Rwanda;Bulgaria;1
Rwanda;Lesotho;1
Rwanda;Turkey;1
Rwanda;Afghanistan;0
Rwanda;Albania;0
Rwanda;Algeria;0
Rwanda;Argentina;0
Rwanda;Armenia;0
Rwanda;Aruba;0
Rwanda;Azerbaijan;0
Rwanda;Bahamas;0
Rwanda;Bahrain;0
Rwanda;Bangladesh;0
Rwanda;Barbados;0
Rwanda;Belarus;0
Rwanda;Belize;0
Rwanda;Benin;0
Rwanda;Bhutan;0
Rwanda;Bolivia;0
Rwanda;Bosnia & Herzegovina;0
Rwanda;Brunei;0
Rwanda;Burkina Faso;0
Rwanda;Cambodia;0
Rwanda;Cape Verde;0
Rwanda;Chad;0
Rwanda;Channel Islands;0
Rwanda;Chile;0
Rwanda;China;0
Rwanda;Colombia;0
Rwanda;Comoros;0
Rwanda;Costa Rica;0
Rwanda;Croatia;0
Rwanda;Cuba;0
Rwanda;Djibouti;0
Rwanda;Dominican Republic;0
Rwanda;Ecuador;0
Rwanda;El Salvador;0
Rwanda;Equatorial Guinea;0
Rwanda;Fiji;0
Rwanda;French Guiana;0
Rwanda;French Polynesia;0
Rwanda;Gambia;0
Rwanda;Georgia;0
Rwanda;Grenada;0
Rwanda;Guadeloupe;0
Rwanda;Guam;0
Rwanda;Guatemala;0
Rwanda;Guinea-Bissau;0
Rwanda;Guyana;0
Rwanda;Haiti;0
Rwanda;Honduras;0
Rwanda;Hong Kong;0
Rwanda;Iceland;0
Rwanda;Indonesia;0
Rwanda;Iran;0
Rwanda;Iraq;0
Rwanda;Israel;0
Rwanda;Ivory Coast;0
Rwanda;Jamaica;0
Rwanda;Japan;0
Rwanda;Jordan;0
Rwanda;Kazakhstan;0
Rwanda;Kuwait;0
Rwanda;Kyrgyzstan;0
Rwanda;Laos;0
Rwanda;Latvia;0
Rwanda;Lebanon;0
Rwanda;Liberia;0
Rwanda;Libya;0
Rwanda;Lithuania;0
Rwanda;Macao;0
Rwanda;Macedonia;0
Rwanda;Madagascar;0
Rwanda;Malaysia;0
Rwanda;Maldives;0
Rwanda;Malta;0
Rwanda;Martinique;0
Rwanda;Mauritania;0
Rwanda;Mauritius;0
Rwanda;Mayotte;0
Rwanda;Mexico;0
Rwanda;Micronesia;0
Rwanda;Moldova;0
Rwanda;Mongolia;0
Rwanda;Montenegro;0
Rwanda;Morocco;0
Rwanda;Myanmar;0
Rwanda;Nepal;0
Rwanda;New Caledonia;0
Rwanda;New Zealand;0
Rwanda;Nicaragua;0
Rwanda;Niger;0
Rwanda;Nigeria;0
Rwanda;North Korea;0
Rwanda;Oman;0
Rwanda;Pakistan;0
Rwanda;Palestine;0
Rwanda;Panama;0
Rwanda;Papua New Guinea;0
Rwanda;Paraguay;0
Rwanda;Peru;0
Rwanda;Philippines;0
Rwanda;Poland;0
Rwanda;Puerto Rico;0
Rwanda;Qatar;0
Rwanda;Reunion;0
Rwanda;Rwanda;0
Rwanda;Saint Lucia;0
Rwanda;Saint Vincent & Grenadines;0
Rwanda;Samoa;0
Rwanda;Sao Tome & Principe;0
Rwanda;Saudi Arabia;0
Rwanda;Serbia;0
Rwanda;Sierra Leone;0
Rwanda;Singapore;0
Rwanda;Slovakia;0
Rwanda;Slovenia;0
Rwanda;Solomon Islands;0
Rwanda;Somalia;0
Rwanda;South Korea;0
Rwanda;Sri Lanka;0
Rwanda;Suriname;0
Rwanda;Syria;0
Rwanda;Tajikistan;0
Rwanda;Thailand;0
Rwanda;Timor-Leste;0
Rwanda;Tonga;0
Rwanda;Trinidad & Tobago;0
Rwanda;Tunisia;0
Rwanda;Turkmenistan;0
Rwanda;Ukraine;0
Rwanda;United Arab Emirates;0
Rwanda;Uruguay;0
Rwanda;Uzbekistan;0
Rwanda;Vanuatu;0
Rwanda;Venezuela;0
Rwanda;Vietnam;0
Rwanda;Virgin Islands;0
Rwanda;Western Sahara;0
Rwanda;Yemen;0
Rwanda;Zimbabwe;0
Saint Lucia;United States;4844
Saint Lucia;United Kingdom;1074
Saint Lucia;Canada;624
Saint Lucia;France;466
Saint Lucia;Virgin Islands;296
Saint Lucia;Barbados;225
Saint Lucia;Martinique;210
Saint Lucia;Guyana;146
Saint Lucia;Trinidad & Tobago;127
Saint Lucia;French Guiana;89
Saint Lucia;Jamaica;63
Saint Lucia;Saint Vincent & Grenadines;41
Saint Lucia;Guadeloupe;34
Saint Lucia;Grenada;25
Saint Lucia;India;21
Saint Lucia;Brazil;19
Saint Lucia;Bahamas;9
Saint Lucia;Cuba;9
Saint Lucia;Netherlands;9
Saint Lucia;Syria;9
Saint Lucia;Germany;7
Saint Lucia;Nigeria;7
Saint Lucia;Spain;7
Saint Lucia;Venezuela;7
Saint Lucia;Switzerland;6
Saint Lucia;Australia;5
Saint Lucia;China;5
Saint Lucia;Italy;5
Saint Lucia;Colombia;4
Saint Lucia;Dominican Republic;4
Saint Lucia;Suriname;4
Saint Lucia;Sweden;4
Saint Lucia;Austria;3
Saint Lucia;Belgium;3
Saint Lucia;Ireland;3
Saint Lucia;Turkey;3
Saint Lucia;Aruba;2
Saint Lucia;Ghana;2
Saint Lucia;Haiti;2
Saint Lucia;Mexico;2
Saint Lucia;Peru;2
Saint Lucia;Philippines;2
Saint Lucia;Chile;1
Saint Lucia;Denmark;1
Saint Lucia;Ecuador;1
Saint Lucia;Ethiopia;1
Saint Lucia;Japan;1
Saint Lucia;Lebanon;1
Saint Lucia;Malaysia;1
Saint Lucia;New Zealand;1
Saint Lucia;Norway;1
Saint Lucia;Panama;1
Saint Lucia;Puerto Rico;1
Saint Lucia;Saudi Arabia;1
Saint Lucia;South Africa;1
Saint Lucia;Afghanistan;0
Saint Lucia;Albania;0
Saint Lucia;Algeria;0
Saint Lucia;Angola;0
Saint Lucia;Argentina;0
Saint Lucia;Armenia;0
Saint Lucia;Azerbaijan;0
Saint Lucia;Bahrain;0
Saint Lucia;Bangladesh;0
Saint Lucia;Belarus;0
Saint Lucia;Belize;0
Saint Lucia;Benin;0
Saint Lucia;Bhutan;0
Saint Lucia;Bolivia;0
Saint Lucia;Bosnia & Herzegovina;0
Saint Lucia;Botswana;0
Saint Lucia;Brunei;0
Saint Lucia;Bulgaria;0
Saint Lucia;Burkina Faso;0
Saint Lucia;Burundi;0
Saint Lucia;Cambodia;0
Saint Lucia;Cameroon;0
Saint Lucia;Cape Verde;0
Saint Lucia;Central African Republic;0
Saint Lucia;Chad;0
Saint Lucia;Channel Islands;0
Saint Lucia;Comoros;0
Saint Lucia;Congo;0
Saint Lucia;Costa Rica;0
Saint Lucia;Croatia;0
Saint Lucia;Cyprus;0
Saint Lucia;Czech Republic;0
Saint Lucia;Djibouti;0
Saint Lucia;DR Congo;0
Saint Lucia;Egypt;0
Saint Lucia;El Salvador;0
Saint Lucia;Equatorial Guinea;0
Saint Lucia;Eritrea;0
Saint Lucia;Estonia;0
Saint Lucia;Fiji;0
Saint Lucia;Finland;0
Saint Lucia;French Polynesia;0
Saint Lucia;Gabon;0
Saint Lucia;Gambia;0
Saint Lucia;Georgia;0
Saint Lucia;Greece;0
Saint Lucia;Guam;0
Saint Lucia;Guatemala;0
Saint Lucia;Guinea;0
Saint Lucia;Guinea-Bissau;0
Saint Lucia;Honduras;0
Saint Lucia;Hong Kong;0
Saint Lucia;Hungary;0
Saint Lucia;Iceland;0
Saint Lucia;Indonesia;0
Saint Lucia;Iran;0
Saint Lucia;Iraq;0
Saint Lucia;Israel;0
Saint Lucia;Ivory Coast;0
Saint Lucia;Jordan;0
Saint Lucia;Kazakhstan;0
Saint Lucia;Kenya;0
Saint Lucia;Kuwait;0
Saint Lucia;Kyrgyzstan;0
Saint Lucia;Laos;0
Saint Lucia;Latvia;0
Saint Lucia;Lesotho;0
Saint Lucia;Liberia;0
Saint Lucia;Libya;0
Saint Lucia;Lithuania;0
Saint Lucia;Luxembourg;0
Saint Lucia;Macao;0
Saint Lucia;Macedonia;0
Saint Lucia;Madagascar;0
Saint Lucia;Malawi;0
Saint Lucia;Maldives;0
Saint Lucia;Mali;0
Saint Lucia;Malta;0
Saint Lucia;Mauritania;0
Saint Lucia;Mauritius;0
Saint Lucia;Mayotte;0
Saint Lucia;Micronesia;0
Saint Lucia;Moldova;0
Saint Lucia;Mongolia;0
Saint Lucia;Montenegro;0
Saint Lucia;Morocco;0
Saint Lucia;Mozambique;0
Saint Lucia;Myanmar;0
Saint Lucia;Namibia;0
Saint Lucia;Nepal;0
Saint Lucia;New Caledonia;0
Saint Lucia;Nicaragua;0
Saint Lucia;Niger;0
Saint Lucia;North Korea;0
Saint Lucia;Oman;0
Saint Lucia;Pakistan;0
Saint Lucia;Palestine;0
Saint Lucia;Papua New Guinea;0
Saint Lucia;Paraguay;0
Saint Lucia;Poland;0
Saint Lucia;Portugal;0
Saint Lucia;Qatar;0
Saint Lucia;Reunion;0
Saint Lucia;Romania;0
Saint Lucia;Russia;0
Saint Lucia;Rwanda;0
Saint Lucia;Saint Lucia;0
Saint Lucia;Samoa;0
Saint Lucia;Sao Tome & Principe;0
Saint Lucia;Senegal;0
Saint Lucia;Serbia;0
Saint Lucia;Sierra Leone;0
Saint Lucia;Singapore;0
Saint Lucia;Slovakia;0
Saint Lucia;Slovenia;0
Saint Lucia;Solomon Islands;0
Saint Lucia;Somalia;0
Saint Lucia;South Korea;0
Saint Lucia;South Sudan;0
Saint Lucia;Sri Lanka;0
Saint Lucia;Sudan;0
Saint Lucia;Swaziland;0
Saint Lucia;Tajikistan;0
Saint Lucia;Tanzania;0
Saint Lucia;Thailand;0
Saint Lucia;Timor-Leste;0
Saint Lucia;Togo;0
Saint Lucia;Tonga;0
Saint Lucia;Tunisia;0
Saint Lucia;Turkmenistan;0
Saint Lucia;Uganda;0
Saint Lucia;Ukraine;0
Saint Lucia;United Arab Emirates;0
Saint Lucia;Uruguay;0
Saint Lucia;Uzbekistan;0
Saint Lucia;Vanuatu;0
Saint Lucia;Vietnam;0
Saint Lucia;Western Sahara;0
Saint Lucia;Yemen;0
Saint Lucia;Zambia;0
Saint Lucia;Zimbabwe;0
Saint Vincent & Grenadines;Canada;1654
Saint Vincent & Grenadines;United States;1556
Saint Vincent & Grenadines;United Kingdom;1241
Saint Vincent & Grenadines;Trinidad & Tobago;804
Saint Vincent & Grenadines;Barbados;375
Saint Vincent & Grenadines;Grenada;73
Saint Vincent & Grenadines;Saint Lucia;70
Saint Vincent & Grenadines;Virgin Islands;51
Saint Vincent & Grenadines;Jamaica;41
Saint Vincent & Grenadines;Guyana;38
Saint Vincent & Grenadines;Venezuela;19
Saint Vincent & Grenadines;Aruba;13
Saint Vincent & Grenadines;Netherlands;8
Saint Vincent & Grenadines;Australia;7
Saint Vincent & Grenadines;Bahamas;7
Saint Vincent & Grenadines;Peru;7
Saint Vincent & Grenadines;France;6
Saint Vincent & Grenadines;Brazil;5
Saint Vincent & Grenadines;Germany;5
Saint Vincent & Grenadines;Mexico;4
Saint Vincent & Grenadines;Guinea;3
Saint Vincent & Grenadines;Italy;3
Saint Vincent & Grenadines;Spain;3
Saint Vincent & Grenadines;Sweden;3
Saint Vincent & Grenadines;Austria;2
Saint Vincent & Grenadines;Ireland;2
Saint Vincent & Grenadines;New Zealand;2
Saint Vincent & Grenadines;South Korea;2
Saint Vincent & Grenadines;Switzerland;2
Saint Vincent & Grenadines;Belgium;1
Saint Vincent & Grenadines;Bulgaria;1
Saint Vincent & Grenadines;Czech Republic;1
Saint Vincent & Grenadines;Greece;1
Saint Vincent & Grenadines;Hungary;1
Saint Vincent & Grenadines;Israel;1
Saint Vincent & Grenadines;Malta;1
Saint Vincent & Grenadines;Poland;1
Saint Vincent & Grenadines;Portugal;1
Saint Vincent & Grenadines;Romania;1
Saint Vincent & Grenadines;South Africa;1
Saint Vincent & Grenadines;Turkey;1
Saint Vincent & Grenadines;Afghanistan;0
Saint Vincent & Grenadines;Albania;0
Saint Vincent & Grenadines;Algeria;0
Saint Vincent & Grenadines;Angola;0
Saint Vincent & Grenadines;Argentina;0
Saint Vincent & Grenadines;Armenia;0
Saint Vincent & Grenadines;Azerbaijan;0
Saint Vincent & Grenadines;Bahrain;0
Saint Vincent & Grenadines;Bangladesh;0
Saint Vincent & Grenadines;Belarus;0
Saint Vincent & Grenadines;Belize;0
Saint Vincent & Grenadines;Benin;0
Saint Vincent & Grenadines;Bhutan;0
Saint Vincent & Grenadines;Bolivia;0
Saint Vincent & Grenadines;Bosnia & Herzegovina;0
Saint Vincent & Grenadines;Botswana;0
Saint Vincent & Grenadines;Brunei;0
Saint Vincent & Grenadines;Burkina Faso;0
Saint Vincent & Grenadines;Burundi;0
Saint Vincent & Grenadines;Cambodia;0
Saint Vincent & Grenadines;Cameroon;0
Saint Vincent & Grenadines;Cape Verde;0
Saint Vincent & Grenadines;Central African Republic;0
Saint Vincent & Grenadines;Chad;0
Saint Vincent & Grenadines;Channel Islands;0
Saint Vincent & Grenadines;Chile;0
Saint Vincent & Grenadines;China;0
Saint Vincent & Grenadines;Colombia;0
Saint Vincent & Grenadines;Comoros;0
Saint Vincent & Grenadines;Congo;0
Saint Vincent & Grenadines;Costa Rica;0
Saint Vincent & Grenadines;Croatia;0
Saint Vincent & Grenadines;Cuba;0
Saint Vincent & Grenadines;Cyprus;0
Saint Vincent & Grenadines;Denmark;0
Saint Vincent & Grenadines;Djibouti;0
Saint Vincent & Grenadines;Dominican Republic;0
Saint Vincent & Grenadines;DR Congo;0
Saint Vincent & Grenadines;Ecuador;0
Saint Vincent & Grenadines;Egypt;0
Saint Vincent & Grenadines;El Salvador;0
Saint Vincent & Grenadines;Equatorial Guinea;0
Saint Vincent & Grenadines;Eritrea;0
Saint Vincent & Grenadines;Estonia;0
Saint Vincent & Grenadines;Ethiopia;0
Saint Vincent & Grenadines;Fiji;0
Saint Vincent & Grenadines;Finland;0
Saint Vincent & Grenadines;French Guiana;0
Saint Vincent & Grenadines;French Polynesia;0
Saint Vincent & Grenadines;Gabon;0
Saint Vincent & Grenadines;Gambia;0
Saint Vincent & Grenadines;Georgia;0
Saint Vincent & Grenadines;Ghana;0
Saint Vincent & Grenadines;Guadeloupe;0
Saint Vincent & Grenadines;Guam;0
Saint Vincent & Grenadines;Guatemala;0
Saint Vincent & Grenadines;Guinea-Bissau;0
Saint Vincent & Grenadines;Haiti;0
Saint Vincent & Grenadines;Honduras;0
Saint Vincent & Grenadines;Hong Kong;0
Saint Vincent & Grenadines;Iceland;0
Saint Vincent & Grenadines;India;0
Saint Vincent & Grenadines;Indonesia;0
Saint Vincent & Grenadines;Iran;0
Saint Vincent & Grenadines;Iraq;0
Saint Vincent & Grenadines;Ivory Coast;0
Saint Vincent & Grenadines;Japan;0
Saint Vincent & Grenadines;Jordan;0
Saint Vincent & Grenadines;Kazakhstan;0
Saint Vincent & Grenadines;Kenya;0
Saint Vincent & Grenadines;Kuwait;0
Saint Vincent & Grenadines;Kyrgyzstan;0
Saint Vincent & Grenadines;Laos;0
Saint Vincent & Grenadines;Latvia;0
Saint Vincent & Grenadines;Lebanon;0
Saint Vincent & Grenadines;Lesotho;0
Saint Vincent & Grenadines;Liberia;0
Saint Vincent & Grenadines;Libya;0
Saint Vincent & Grenadines;Lithuania;0
Saint Vincent & Grenadines;Luxembourg;0
Saint Vincent & Grenadines;Macao;0
Saint Vincent & Grenadines;Macedonia;0
Saint Vincent & Grenadines;Madagascar;0
Saint Vincent & Grenadines;Malawi;0
Saint Vincent & Grenadines;Malaysia;0
Saint Vincent & Grenadines;Maldives;0
Saint Vincent & Grenadines;Mali;0
Saint Vincent & Grenadines;Martinique;0
Saint Vincent & Grenadines;Mauritania;0
Saint Vincent & Grenadines;Mauritius;0
Saint Vincent & Grenadines;Mayotte;0
Saint Vincent & Grenadines;Micronesia;0
Saint Vincent & Grenadines;Moldova;0
Saint Vincent & Grenadines;Mongolia;0
Saint Vincent & Grenadines;Montenegro;0
Saint Vincent & Grenadines;Morocco;0
Saint Vincent & Grenadines;Mozambique;0
Saint Vincent & Grenadines;Myanmar;0
Saint Vincent & Grenadines;Namibia;0
Saint Vincent & Grenadines;Nepal;0
Saint Vincent & Grenadines;New Caledonia;0
Saint Vincent & Grenadines;Nicaragua;0
Saint Vincent & Grenadines;Niger;0
Saint Vincent & Grenadines;Nigeria;0
Saint Vincent & Grenadines;North Korea;0
Saint Vincent & Grenadines;Norway;0
Saint Vincent & Grenadines;Oman;0
Saint Vincent & Grenadines;Pakistan;0
Saint Vincent & Grenadines;Palestine;0
Saint Vincent & Grenadines;Panama;0
Saint Vincent & Grenadines;Papua New Guinea;0
Saint Vincent & Grenadines;Paraguay;0
Saint Vincent & Grenadines;Philippines;0
Saint Vincent & Grenadines;Puerto Rico;0
Saint Vincent & Grenadines;Qatar;0
Saint Vincent & Grenadines;Reunion;0
Saint Vincent & Grenadines;Russia;0
Saint Vincent & Grenadines;Rwanda;0
Saint Vincent & Grenadines;Saint Vincent & Grenadines;0
Saint Vincent & Grenadines;Samoa;0
Saint Vincent & Grenadines;Sao Tome & Principe;0
Saint Vincent & Grenadines;Saudi Arabia;0
Saint Vincent & Grenadines;Senegal;0
Saint Vincent & Grenadines;Serbia;0
Saint Vincent & Grenadines;Sierra Leone;0
Saint Vincent & Grenadines;Singapore;0
Saint Vincent & Grenadines;Slovakia;0
Saint Vincent & Grenadines;Slovenia;0
Saint Vincent & Grenadines;Solomon Islands;0
Saint Vincent & Grenadines;Somalia;0
Saint Vincent & Grenadines;South Sudan;0
Saint Vincent & Grenadines;Sri Lanka;0
Saint Vincent & Grenadines;Sudan;0
Saint Vincent & Grenadines;Suriname;0
Saint Vincent & Grenadines;Swaziland;0
Saint Vincent & Grenadines;Syria;0
Saint Vincent & Grenadines;Tajikistan;0
Saint Vincent & Grenadines;Tanzania;0
Saint Vincent & Grenadines;Thailand;0
Saint Vincent & Grenadines;Timor-Leste;0
Saint Vincent & Grenadines;Togo;0
Saint Vincent & Grenadines;Tonga;0
Saint Vincent & Grenadines;Tunisia;0
Saint Vincent & Grenadines;Turkmenistan;0
Saint Vincent & Grenadines;Uganda;0
Saint Vincent & Grenadines;Ukraine;0
Saint Vincent & Grenadines;United Arab Emirates;0
Saint Vincent & Grenadines;Uruguay;0
Saint Vincent & Grenadines;Uzbekistan;0
Saint Vincent & Grenadines;Vanuatu;0
Saint Vincent & Grenadines;Vietnam;0
Saint Vincent & Grenadines;Western Sahara;0
Saint Vincent & Grenadines;Yemen;0
Saint Vincent & Grenadines;Zambia;0
Saint Vincent & Grenadines;Zimbabwe;0
Samoa;United States;11382
Samoa;Australia;5879
Samoa;New Zealand;4704
Samoa;Greece;103
Samoa;United Kingdom;78
Samoa;Tonga;50
Samoa;Canada;39
Samoa;Fiji;37
Samoa;Italy;20
Samoa;Germany;8
Samoa;China;6
Samoa;Japan;5
Samoa;Sweden;5
Samoa;Denmark;4
Samoa;France;4
Samoa;Mexico;4
Samoa;Papua New Guinea;4
Samoa;Belgium;3
Samoa;Ireland;3
Samoa;Micronesia;3
Samoa;Netherlands;3
Samoa;Vanuatu;3
Samoa;Bulgaria;2
Samoa;Guinea;2
Samoa;Peru;2
Samoa;Switzerland;2
Samoa;Austria;1
Samoa;Czech Republic;1
Samoa;Israel;1
Samoa;Poland;1
Samoa;Romania;1
Samoa;Solomon Islands;1
Samoa;South Korea;1
Samoa;Spain;1
Samoa;Turkey;1
Samoa;Afghanistan;0
Samoa;Albania;0
Samoa;Algeria;0
Samoa;Angola;0
Samoa;Argentina;0
Samoa;Armenia;0
Samoa;Aruba;0
Samoa;Azerbaijan;0
Samoa;Bahamas;0
Samoa;Bahrain;0
Samoa;Bangladesh;0
Samoa;Barbados;0
Samoa;Belarus;0
Samoa;Belize;0
Samoa;Benin;0
Samoa;Bhutan;0
Samoa;Bolivia;0
Samoa;Bosnia & Herzegovina;0
Samoa;Botswana;0
Samoa;Brazil;0
Samoa;Brunei;0
Samoa;Burkina Faso;0
Samoa;Burundi;0
Samoa;Cambodia;0
Samoa;Cameroon;0
Samoa;Cape Verde;0
Samoa;Central African Republic;0
Samoa;Chad;0
Samoa;Channel Islands;0
Samoa;Chile;0
Samoa;Colombia;0
Samoa;Comoros;0
Samoa;Congo;0
Samoa;Costa Rica;0
Samoa;Croatia;0
Samoa;Cuba;0
Samoa;Cyprus;0
Samoa;Djibouti;0
Samoa;Dominican Republic;0
Samoa;DR Congo;0
Samoa;Ecuador;0
Samoa;Egypt;0
Samoa;El Salvador;0
Samoa;Equatorial Guinea;0
Samoa;Eritrea;0
Samoa;Estonia;0
Samoa;Ethiopia;0
Samoa;Finland;0
Samoa;French Guiana;0
Samoa;French Polynesia;0
Samoa;Gabon;0
Samoa;Gambia;0
Samoa;Georgia;0
Samoa;Ghana;0
Samoa;Grenada;0
Samoa;Guadeloupe;0
Samoa;Guam;0
Samoa;Guatemala;0
Samoa;Guinea-Bissau;0
Samoa;Guyana;0
Samoa;Haiti;0
Samoa;Honduras;0
Samoa;Hong Kong;0
Samoa;Hungary;0
Samoa;Iceland;0
Samoa;India;0
Samoa;Indonesia;0
Samoa;Iran;0
Samoa;Iraq;0
Samoa;Ivory Coast;0
Samoa;Jamaica;0
Samoa;Jordan;0
Samoa;Kazakhstan;0
Samoa;Kenya;0
Samoa;Kuwait;0
Samoa;Kyrgyzstan;0
Samoa;Laos;0
Samoa;Latvia;0
Samoa;Lebanon;0
Samoa;Lesotho;0
Samoa;Liberia;0
Samoa;Libya;0
Samoa;Lithuania;0
Samoa;Luxembourg;0
Samoa;Macao;0
Samoa;Macedonia;0
Samoa;Madagascar;0
Samoa;Malawi;0
Samoa;Malaysia;0
Samoa;Maldives;0
Samoa;Mali;0
Samoa;Malta;0
Samoa;Martinique;0
Samoa;Mauritania;0
Samoa;Mauritius;0
Samoa;Mayotte;0
Samoa;Moldova;0
Samoa;Mongolia;0
Samoa;Montenegro;0
Samoa;Morocco;0
Samoa;Mozambique;0
Samoa;Myanmar;0
Samoa;Namibia;0
Samoa;Nepal;0
Samoa;New Caledonia;0
